*******************MIL CNN*********************
Size of training dataset 1776
Size of Validation dataset 445
Size of testing dataset 585
No. of Epochs: 800
 Batch size: 1
 Learning_rate : 0.01
 Patch size 512*512
 Step 1776
Epoch	BatchTime	AverageBatchTime	Loss	AverageLoss	Accuracy	AverageAccuracy
[1][912/1776]	1.649450	 2.325612	1.386864781	1.397622913	0.000000000	0.491785323	
[1][913/1776]	0.664368	 2.323794	1.385974884	1.397610169	0.000000000	0.491247265	
[1][914/1776]	1.656018	 2.323064	1.388526678	1.397600242	1.000000000	0.491803279	
[1][915/1776]	1.056833	 2.321682	1.385910988	1.397587481	0.000000000	0.491266376	
[1][916/1776]	2.103148	 2.321444	1.386647940	1.397575551	1.000000000	0.491821156	
[1][917/1776]	0.861816	 2.319854	1.386283159	1.397563250	1.000000000	0.492374728	
[1][918/1776]	1.688926	 2.319167	1.384369731	1.397548894	0.000000000	0.491838955	
[1][919/1776]	2.317229	 2.319165	1.384362578	1.397534561	0.000000000	0.491304348	
[1][920/1776]	4.685365	 2.321734	1.386484623	1.397522563	1.000000000	0.491856678	
[1][921/1776]	3.866322	 2.323410	1.388592243	1.397512877	0.000000000	0.491323210	
[1][922/1776]	0.984443	 2.321959	1.386929989	1.397501412	0.000000000	0.490790899	
[1][923/1776]	4.576627	 2.324399	1.385068297	1.397487956	1.000000000	0.491341991	
[1][924/1776]	2.539011	 2.324631	1.386389971	1.397475958	1.000000000	0.491891892	
[1][925/1776]	2.437712	 2.324753	1.386552811	1.397464162	0.000000000	0.491360691	
[1][926/1776]	5.017644	 2.327658	1.386900187	1.397452766	0.000000000	0.490830636	
[1][927/1776]	0.836429	 2.326051	1.387570262	1.397442117	0.000000000	0.490301724	
[1][928/1776]	1.735584	 2.325416	1.385950685	1.397429747	1.000000000	0.490850377	
[1][929/1776]	2.579888	 2.325689	1.384873986	1.397416246	1.000000000	0.491397849	
[1][930/1776]	0.743028	 2.323989	1.383883953	1.397401711	1.000000000	0.491944146	
[1][931/1776]	1.447998	 2.323049	1.387739301	1.397391344	0.000000000	0.491416309	
[1][932/1776]	1.472166	 2.322137	1.388325095	1.397381626	0.000000000	0.490889603	
[1][933/1776]	1.830002	 2.321610	1.373782396	1.397356359	0.000000000	0.490364026	
[1][934/1776]	1.610021	 2.320849	1.386729717	1.397344994	1.000000000	0.490909091	
[1][935/1776]	1.292978	 2.319751	1.386824608	1.397333754	0.000000000	0.490384615	
[1][936/1776]	2.729296	 2.320188	1.465735912	1.397406756	0.000000000	0.489861259	
[1][937/1776]	1.250566	 2.319048	1.385230541	1.397393775	1.000000000	0.490405117	
[1][938/1776]	1.180167	 2.317835	1.382222533	1.397377618	1.000000000	0.490947817	
[1][939/1776]	2.770837	 2.318317	1.386606932	1.397366160	0.000000000	0.490425532	
[1][940/1776]	1.731517	 2.317693	1.390464306	1.397358825	0.000000000	0.489904357	
[1][941/1776]	1.069577	 2.316368	1.386500359	1.397347298	0.000000000	0.489384289	
[1][942/1776]	0.937493	 2.314906	1.385587573	1.397334827	1.000000000	0.489925769	
[1][943/1776]	1.671772	 2.314225	1.385739326	1.397322544	1.000000000	0.490466102	
[1][944/1776]	4.330959	 2.316359	1.386281490	1.397310860	0.000000000	0.489947090	
[1][945/1776]	2.159214	 2.316193	1.388983846	1.397302058	0.000000000	0.489429175	
[1][946/1776]	1.087020	 2.314895	1.388009310	1.397292245	0.000000000	0.488912355	
[1][947/1776]	3.531039	 2.316178	1.385394096	1.397279694	1.000000000	0.489451477	
[1][948/1776]	4.616132	 2.318601	1.385211229	1.397266977	0.000000000	0.488935722	
[1][949/1776]	1.094666	 2.317313	1.386504173	1.397255648	1.000000000	0.489473684	
[1][950/1776]	2.843332	 2.317866	1.383480072	1.397241163	1.000000000	0.490010515	
[1][951/1776]	0.910890	 2.316388	1.386345625	1.397229718	0.000000000	0.489495798	
[1][952/1776]	1.219110	 2.315237	1.387255192	1.397219251	0.000000000	0.488982162	
[1][953/1776]	2.010821	 2.314918	1.386620283	1.397208141	0.000000000	0.488469602	
[1][954/1776]	1.051833	 2.313595	1.386248708	1.397196666	0.000000000	0.487958115	
[1][955/1776]	4.579009	 2.315965	1.384235501	1.397183108	1.000000000	0.488493724	
[1][956/1776]	0.736251	 2.314314	1.393941402	1.397179720	0.000000000	0.487983281	
[1][957/1776]	1.803632	 2.313781	1.386108756	1.397168164	1.000000000	0.488517745	
[1][958/1776]	1.484019	 2.312916	1.387675047	1.397158265	0.000000000	0.488008342	
[1][959/1776]	0.664398	 2.311199	1.387125373	1.397147814	0.000000000	0.487500000	
[1][960/1776]	2.596076	 2.311495	1.386257529	1.397136482	1.000000000	0.488033299	
[1][961/1776]	1.610091	 2.310766	1.384149551	1.397122982	1.000000000	0.488565489	
[1][962/1776]	4.064488	 2.312587	1.385366559	1.397110774	1.000000000	0.489096573	
[1][963/1776]	1.564103	 2.311811	1.385356069	1.397098580	1.000000000	0.489626556	
[1][964/1776]	4.249200	 2.313818	1.385445237	1.397086504	1.000000000	0.490155440	
[1][965/1776]	1.181279	 2.312646	1.386299372	1.397075337	0.000000000	0.489648033	
[1][966/1776]	7.209232	 2.317710	1.386103868	1.397063992	1.000000000	0.490175801	
[1][967/1776]	1.507268	 2.316872	1.386758089	1.397053345	0.000000000	0.489669421	
[1][968/1776]	2.384917	 2.316943	1.382819772	1.397038656	1.000000000	0.490196078	
[1][969/1776]	0.607185	 2.315180	1.384133101	1.397025351	1.000000000	0.490721649	
[1][970/1776]	1.169827	 2.314000	1.385995865	1.397013992	1.000000000	0.491246138	
[1][971/1776]	2.409379	 2.314098	1.383920193	1.397000521	1.000000000	0.491769547	
[1][972/1776]	2.219786	 2.314002	1.385825872	1.396989037	1.000000000	0.492291881	
[1][973/1776]	3.536251	 2.315256	1.382264853	1.396973920	1.000000000	0.492813142	
[1][974/1776]	1.269744	 2.314184	1.389206648	1.396965953	0.000000000	0.492307692	
[1][975/1776]	2.103791	 2.313969	1.381844282	1.396950460	1.000000000	0.492827869	
[1][976/1776]	4.190419	 2.315889	1.386439323	1.396939701	1.000000000	0.493346981	
[1][977/1776]	1.198008	 2.314746	1.382508636	1.396924945	1.000000000	0.493865031	
[1][978/1776]	0.688349	 2.313085	1.383499146	1.396911232	1.000000000	0.494382022	
[1][979/1776]	4.146304	 2.314955	1.385539412	1.396899628	1.000000000	0.494897959	
[1][980/1776]	4.105788	 2.316781	1.385979652	1.396888496	1.000000000	0.495412844	
[1][981/1776]	1.231916	 2.315676	1.392379761	1.396883905	0.000000000	0.494908350	
[1][982/1776]	1.861385	 2.315214	1.384320617	1.396871124	1.000000000	0.495422177	
[1][983/1776]	1.812752	 2.314703	1.383785605	1.396857826	1.000000000	0.495934959	
[1][984/1776]	4.873598	 2.317301	1.389366388	1.396850220	0.000000000	0.495431472	
[1][985/1776]	4.420907	 2.319435	1.384031534	1.396837220	1.000000000	0.495943205	
[1][986/1776]	2.092653	 2.319205	1.386249304	1.396826492	1.000000000	0.496453901	
[1][987/1776]	0.737572	 2.317604	1.381844759	1.396811329	1.000000000	0.496963563	
[1][988/1776]	1.192444	 2.316467	1.384930730	1.396799316	1.000000000	0.497472194	
[1][989/1776]	4.875746	 2.319052	1.385475993	1.396787878	1.000000000	0.497979798	
[1][990/1776]	0.969722	 2.317690	1.391662121	1.396782706	0.000000000	0.497477296	
[1][991/1776]	2.067012	 2.317437	1.379722953	1.396765509	1.000000000	0.497983871	
[1][992/1776]	0.927659	 2.316038	1.394097924	1.396762822	0.000000000	0.497482377	
[1][993/1776]	1.327654	 2.315043	1.386976719	1.396752977	0.000000000	0.496981891	
[1][994/1776]	2.294902	 2.315023	1.382876515	1.396739031	1.000000000	0.497487437	
[1][995/1776]	0.678855	 2.313380	1.389983892	1.396732249	0.000000000	0.496987952	
[1][996/1776]	1.172311	 2.312236	1.378349900	1.396713811	1.000000000	0.497492477	
[1][997/1776]	3.960212	 2.313887	1.385609508	1.396702684	1.000000000	0.497995992	
[1][998/1776]	0.911829	 2.312484	1.381067157	1.396687033	1.000000000	0.498498498	
[1][999/1776]	1.531171	 2.311702	1.383963585	1.396674310	1.000000000	0.499000000	
[1][1000/1776]	2.641651	 2.312032	1.385862827	1.396663509	1.000000000	0.499500500	
[1][1001/1776]	2.747465	 2.312467	1.388158083	1.396655021	0.000000000	0.499001996	
[1][1002/1776]	1.549346	 2.311706	1.385952473	1.396644350	1.000000000	0.499501496	
[1][1003/1776]	4.264819	 2.313651	1.394939303	1.396642652	0.000000000	0.499003984	
[1][1004/1776]	0.633789	 2.311980	1.391036749	1.396637074	0.000000000	0.498507463	
[1][1005/1776]	0.711111	 2.310388	1.390645862	1.396631118	0.000000000	0.498011928	
[1][1006/1776]	2.257205	 2.310336	1.380855322	1.396615452	1.000000000	0.498510427	
[1][1007/1776]	1.002132	 2.309038	1.379046679	1.396598023	1.000000000	0.499007937	
[1][1008/1776]	3.280099	 2.310000	1.392155647	1.396593620	0.000000000	0.498513380	
[1][1009/1776]	3.996668	 2.311670	1.386614323	1.396583740	0.000000000	0.498019802	
[1][1010/1776]	0.736118	 2.310112	1.387295485	1.396574552	0.000000000	0.497527201	
[1][1011/1776]	2.213807	 2.310016	1.386284828	1.396564385	1.000000000	0.498023715	
[1][1012/1776]	1.869427	 2.309582	1.389636397	1.396557546	0.000000000	0.497532083	
[1][1013/1776]	2.910426	 2.310174	1.386577129	1.396547703	0.000000000	0.497041420	
[1][1014/1776]	2.386811	 2.310250	1.390054226	1.396541305	0.000000000	0.496551724	
[1][1015/1776]	1.010102	 2.308970	1.382815957	1.396527796	1.000000000	0.497047244	
[1][1016/1776]	3.139582	 2.309787	1.382259369	1.396513766	1.000000000	0.497541790	
[1][1017/1776]	2.804160	 2.310272	1.386247039	1.396503681	1.000000000	0.498035363	
[1][1018/1776]	0.839716	 2.308829	1.387527943	1.396494873	0.000000000	0.497546614	
[1][1019/1776]	4.795329	 2.311267	1.391320705	1.396489800	0.000000000	0.497058824	
[1][1020/1776]	1.486619	 2.310459	1.382684827	1.396476279	1.000000000	0.497551420	
[1][1021/1776]	2.002479	 2.310158	1.390043139	1.396469984	0.000000000	0.497064579	
[1][1022/1776]	1.000136	 2.308877	1.384933352	1.396458707	1.000000000	0.497556207	
[1][1023/1776]	4.078699	 2.310606	1.381829023	1.396444420	1.000000000	0.498046875	
[1][1024/1776]	5.317921	 2.313540	1.386847734	1.396435058	0.000000000	0.497560976	
[1][1025/1776]	1.502947	 2.312750	1.389282227	1.396428086	0.000000000	0.497076023	
[1][1026/1776]	5.138651	 2.315501	1.386476278	1.396418396	0.000000000	0.496592016	
[1][1027/1776]	2.400958	 2.315584	1.391177654	1.396413298	0.000000000	0.496108949	
[1][1028/1776]	1.283619	 2.314581	1.384364128	1.396401588	1.000000000	0.496598639	
[1][1029/1776]	3.244737	 2.315484	1.385558367	1.396391061	1.000000000	0.497087379	
[1][1030/1776]	3.966908	 2.317086	1.390314341	1.396385167	0.000000000	0.496605238	
[1][1031/1776]	1.005411	 2.315815	1.388322711	1.396377354	0.000000000	0.496124031	
[1][1032/1776]	3.247473	 2.316717	1.386139631	1.396367444	1.000000000	0.496611810	
[1][1033/1776]	2.224365	 2.316628	1.388845563	1.396360169	0.000000000	0.496131528	
[1][1034/1776]	3.214463	 2.317495	1.386560202	1.396350701	0.000000000	0.495652174	
[1][1035/1776]	1.801973	 2.316998	1.389630675	1.396344214	0.000000000	0.495173745	
[1][1036/1776]	2.001655	 2.316694	1.383088708	1.396331432	1.000000000	0.495660559	
[1][1037/1776]	0.925515	 2.315353	1.389866948	1.396325204	0.000000000	0.495183044	
[1][1038/1776]	1.365350	 2.314439	1.390608549	1.396319702	0.000000000	0.494706449	
[1][1039/1776]	2.492700	 2.314610	1.386662364	1.396310416	0.000000000	0.494230769	
[1][1040/1776]	2.710999	 2.314991	1.384161711	1.396298746	0.000000000	0.493756004	
[1][1041/1776]	1.772947	 2.314471	1.385589600	1.396288468	1.000000000	0.494241843	
[1][1042/1776]	3.874959	 2.315967	1.386277676	1.396278870	1.000000000	0.494726750	
[1][1043/1776]	1.381019	 2.315072	1.386052489	1.396269075	1.000000000	0.495210728	
[1][1044/1776]	2.204450	 2.314966	1.386570454	1.396259794	0.000000000	0.494736842	
[1][1045/1776]	0.693201	 2.313415	1.387631655	1.396251545	0.000000000	0.494263862	
[1][1046/1776]	0.973129	 2.312135	1.386342049	1.396242080	0.000000000	0.493791786	
[1][1047/1776]	0.791546	 2.310684	1.383409142	1.396229835	1.000000000	0.494274809	
[1][1048/1776]	1.054945	 2.309487	1.385498405	1.396219605	1.000000000	0.494756911	
[1][1049/1776]	4.558058	 2.311629	1.389364004	1.396213076	0.000000000	0.494285714	
[1][1050/1776]	4.371243	 2.313588	1.387727022	1.396205002	0.000000000	0.493815414	
[1][1051/1776]	1.187821	 2.312518	1.385450602	1.396194779	1.000000000	0.494296578	
[1][1052/1776]	2.219800	 2.312430	1.385626197	1.396184742	1.000000000	0.494776828	
[1][1053/1776]	1.038440	 2.311221	1.385478139	1.396174584	1.000000000	0.495256167	
[1][1054/1776]	2.375439	 2.311282	1.386474371	1.396165390	1.000000000	0.495734597	
[1][1055/1776]	5.150012	 2.313970	1.386518955	1.396156255	0.000000000	0.495265152	
[1][1056/1776]	3.034758	 2.314652	1.385562778	1.396146232	1.000000000	0.495742668	
[1][1057/1776]	1.696741	 2.314068	1.386211395	1.396136842	0.000000000	0.495274102	
[1][1058/1776]	1.736091	 2.313523	1.386457205	1.396127702	1.000000000	0.495750708	
[1][1059/1776]	0.431767	 2.311747	1.383183002	1.396115490	1.000000000	0.496226415	
[1][1060/1776]	0.592136	 2.310127	1.389609218	1.396109358	0.000000000	0.495758718	
[1][1061/1776]	4.127858	 2.311838	1.385907650	1.396099752	1.000000000	0.496233522	
[1][1062/1776]	0.714538	 2.310336	1.388153791	1.396092277	0.000000000	0.495766698	
[1][1063/1776]	0.908565	 2.309018	1.385323286	1.396082155	1.000000000	0.496240602	
[1][1064/1776]	1.849841	 2.308587	1.387167692	1.396073785	0.000000000	0.495774648	
[1][1065/1776]	2.091199	 2.308383	1.388439775	1.396066624	0.000000000	0.495309568	
[1][1066/1776]	1.107046	 2.307257	1.383474469	1.396054822	1.000000000	0.495782568	
[1][1067/1776]	1.569085	 2.306566	1.386245251	1.396045637	0.000000000	0.495318352	
[1][1068/1776]	0.688697	 2.305053	1.389984012	1.396039967	0.000000000	0.494855005	
[1][1069/1776]	2.361252	 2.305105	1.384198308	1.396028900	1.000000000	0.495327103	
[1][1070/1776]	4.468651	 2.307125	1.388563633	1.396021929	0.000000000	0.494864613	
[1][1071/1776]	4.801817	 2.309452	1.385946870	1.396012531	1.000000000	0.495335821	
[1][1072/1776]	3.151454	 2.310237	1.384191394	1.396001514	1.000000000	0.495806151	
[1][1073/1776]	0.669580	 2.308709	1.383142948	1.395989542	1.000000000	0.496275605	
[1][1074/1776]	1.745388	 2.308185	1.387440205	1.395981589	0.000000000	0.495813953	
[1][1075/1776]	3.925496	 2.309688	1.389125824	1.395975217	0.000000000	0.495353160	
[1][1076/1776]	2.090854	 2.309485	1.383031368	1.395963199	1.000000000	0.495821727	
[1][1077/1776]	0.808868	 2.308093	1.386479378	1.395954401	0.000000000	0.495361781	
[1][1078/1776]	5.032506	 2.310618	1.386130333	1.395945296	1.000000000	0.495829472	
[1][1079/1776]	1.233067	 2.309620	1.387214184	1.395937212	0.000000000	0.495370370	
[1][1080/1776]	2.858693	 2.310128	1.385934830	1.395927959	1.000000000	0.495837188	
[1][1081/1776]	2.748311	 2.310533	1.385208845	1.395918052	1.000000000	0.496303142	
[1][1082/1776]	1.969005	 2.310218	1.389398098	1.395912032	0.000000000	0.495844875	
[1][1083/1776]	0.830183	 2.308853	1.386522055	1.395903370	0.000000000	0.495387454	
[1][1084/1776]	1.675042	 2.308268	1.386280775	1.395894501	1.000000000	0.495852535	
[1][1085/1776]	4.672508	 2.310445	1.386254787	1.395885625	0.000000000	0.495395948	
[1][1086/1776]	2.622457	 2.310733	1.386928082	1.395877384	0.000000000	0.494940202	
[1][1087/1776]	0.649561	 2.309206	1.385115623	1.395867493	1.000000000	0.495404412	
[1][1088/1776]	0.736927	 2.307762	1.390246630	1.395862331	0.000000000	0.494949495	
[1][1089/1776]	0.865615	 2.306439	1.382437229	1.395850015	1.000000000	0.495412844	
[1][1090/1776]	3.336516	 2.307383	1.378239393	1.395833873	0.000000000	0.494958753	
[1][1091/1776]	2.354209	 2.307426	1.388153911	1.395826840	0.000000000	0.494505495	
[1][1092/1776]	1.070128	 2.306294	1.386487007	1.395818295	0.000000000	0.494053065	
[1][1093/1776]	3.729434	 2.307595	1.389783859	1.395812779	0.000000000	0.493601463	
[1][1094/1776]	0.868553	 2.306281	1.385745049	1.395803585	1.000000000	0.494063927	
[1][1095/1776]	2.806234	 2.306737	1.386661053	1.395795243	0.000000000	0.493613139	
[1][1096/1776]	1.921587	 2.306386	1.383321643	1.395783872	1.000000000	0.494074749	
[1][1097/1776]	4.949612	 2.308793	1.386442900	1.395775365	0.000000000	0.493624772	
[1][1098/1776]	0.903668	 2.307514	1.385533214	1.395766045	1.000000000	0.494085532	
[1][1099/1776]	1.103885	 2.306420	1.385795474	1.395756981	1.000000000	0.494545455	
[1][1100/1776]	0.705299	 2.304966	1.384469867	1.395746730	1.000000000	0.495004541	
[1][1101/1776]	4.271557	 2.306751	1.387601852	1.395739339	0.000000000	0.494555354	
[1][1102/1776]	0.961323	 2.305531	1.383688569	1.395728413	1.000000000	0.495013599	
[1][1103/1776]	5.541100	 2.308461	1.385853767	1.395719469	0.000000000	0.494565217	
[1][1104/1776]	1.526393	 2.307754	1.381453156	1.395706558	1.000000000	0.495022624	
[1][1105/1776]	0.772382	 2.306366	1.389358997	1.395700819	0.000000000	0.494575045	
[1][1106/1776]	0.657231	 2.304876	1.387373686	1.395693297	0.000000000	0.494128275	
[1][1107/1776]	2.948439	 2.305457	1.384267449	1.395682984	1.000000000	0.494584838	
[1][1108/1776]	3.386527	 2.306431	1.384255171	1.395672680	1.000000000	0.495040577	
[1][1109/1776]	0.989229	 2.305245	1.384413362	1.395662536	1.000000000	0.495495495	
[1][1110/1776]	0.741203	 2.303837	1.389517784	1.395657005	0.000000000	0.495049505	
[1][1111/1776]	0.711927	 2.302405	1.383733988	1.395646283	1.000000000	0.495503597	
[1][1112/1776]	1.743504	 2.301903	1.371463060	1.395624555	0.000000000	0.495058401	
[1][1113/1776]	2.201928	 2.301814	1.387771130	1.395617506	0.000000000	0.494614004	
[1][1114/1776]	2.213108	 2.301734	1.389519930	1.395612037	0.000000000	0.494170404	
[1][1115/1776]	0.671218	 2.300273	1.383087873	1.395600814	0.000000000	0.493727599	
[1][1116/1776]	0.870302	 2.298993	1.383424997	1.395589914	1.000000000	0.494180842	
[1][1117/1776]	0.795901	 2.297648	1.384816885	1.395580278	1.000000000	0.494633274	
[1][1118/1776]	2.343501	 2.297689	1.387481928	1.395573041	0.000000000	0.494191242	
[1][1119/1776]	4.544710	 2.299696	1.386536837	1.395564973	0.000000000	0.493750000	
[1][1120/1776]	0.967539	 2.298507	1.383648276	1.395554342	1.000000000	0.494201606	
[1][1121/1776]	1.964672	 2.298210	1.385740042	1.395545595	0.000000000	0.493761141	
[1][1122/1776]	0.692372	 2.296780	1.390955806	1.395541508	0.000000000	0.493321460	
[1][1123/1776]	4.237988	 2.298507	1.389780641	1.395536383	0.000000000	0.492882562	
[1][1124/1776]	1.191467	 2.297523	1.387636185	1.395529361	0.000000000	0.492444444	
[1][1125/1776]	3.789327	 2.298848	1.388626695	1.395523230	0.000000000	0.492007105	
[1][1126/1776]	0.818730	 2.297534	1.384405494	1.395513365	1.000000000	0.492457853	
[1][1127/1776]	2.207655	 2.297455	1.392304540	1.395510521	1.000000000	0.492907801	
[1][1128/1776]	3.918296	 2.298890	1.386240482	1.395502310	0.000000000	0.492471213	
[1][1129/1776]	1.696352	 2.298357	1.387662649	1.395495372	0.000000000	0.492035398	
[1][1130/1776]	2.110679	 2.298191	1.388181090	1.395488905	0.000000000	0.491600354	
[1][1131/1776]	1.076312	 2.297112	1.388185263	1.395482453	0.000000000	0.491166078	
[1][1132/1776]	1.846194	 2.296714	1.386202335	1.395474262	0.000000000	0.490732568	
[1][1133/1776]	4.852312	 2.298967	1.385016918	1.395465041	1.000000000	0.491181658	
[1][1134/1776]	2.948542	 2.299540	1.390895844	1.395461015	1.000000000	0.491629956	
[1][1135/1776]	2.288363	 2.299530	1.385325313	1.395452093	1.000000000	0.492077465	
[1][1136/1776]	2.742224	 2.299919	1.383901596	1.395441934	1.000000000	0.492524186	
[1][1137/1776]	4.951069	 2.302249	1.389373779	1.395436602	1.000000000	0.492970123	
[1][1138/1776]	0.735527	 2.300873	1.386568785	1.395428816	0.000000000	0.492537313	
[1][1139/1776]	0.758680	 2.299520	1.387730956	1.395422063	0.000000000	0.492105263	
[1][1140/1776]	0.816993	 2.298221	1.387114048	1.395414782	0.000000000	0.491673970	
[1][1141/1776]	0.672722	 2.296798	1.389536381	1.395409635	0.000000000	0.491243433	
[1][1142/1776]	2.595388	 2.297059	1.388660908	1.395403730	0.000000000	0.490813648	
[1][1143/1776]	2.157676	 2.296937	1.382382393	1.395392348	1.000000000	0.491258741	
[1][1144/1776]	1.968085	 2.296650	1.388608456	1.395386423	0.000000000	0.490829694	
[1][1145/1776]	1.671031	 2.296104	1.382868290	1.395375500	0.000000000	0.490401396	
[1][1146/1776]	0.963305	 2.294942	1.385488272	1.395366880	1.000000000	0.490845684	
[1][1147/1776]	6.248943	 2.298386	1.386039734	1.395358755	0.000000000	0.490418118	
[1][1148/1776]	3.727331	 2.299630	1.387780428	1.395352159	0.000000000	0.489991297	
[1][1149/1776]	4.021510	 2.301127	1.387383342	1.395345230	0.000000000	0.489565217	
[1][1150/1776]	1.574205	 2.300496	1.384378672	1.395335702	1.000000000	0.490008688	
[1][1151/1776]	3.905286	 2.301889	1.385547757	1.395327206	1.000000000	0.490451389	
[1][1152/1776]	2.979253	 2.302476	1.393806458	1.395325887	0.000000000	0.490026019	
[1][1153/1776]	1.924796	 2.302149	1.382664919	1.395314915	1.000000000	0.490467938	
[1][1154/1776]	1.352180	 2.301326	1.388530016	1.395309041	0.000000000	0.490043290	
[1][1155/1776]	3.750302	 2.302580	1.387121677	1.395301959	0.000000000	0.489619377	
[1][1156/1776]	2.559007	 2.302801	1.387304306	1.395295046	0.000000000	0.489196197	
[1][1157/1776]	5.269944	 2.305364	1.388546348	1.395289218	0.000000000	0.488773748	
[1][1158/1776]	4.183162	 2.306984	1.385054469	1.395280388	1.000000000	0.489214840	
[1][1159/1776]	3.896471	 2.308354	1.387273312	1.395273485	0.000000000	0.488793103	
[1][1160/1776]	1.030671	 2.307254	1.384895802	1.395264546	1.000000000	0.489233419	
[1][1161/1776]	1.828201	 2.306841	1.387524843	1.395257886	0.000000000	0.488812392	
[1][1162/1776]	3.919471	 2.308228	1.385025144	1.395249087	1.000000000	0.489251935	
[1][1163/1776]	1.790728	 2.307783	1.384986401	1.395240270	1.000000000	0.489690722	
[1][1164/1776]	3.690358	 2.308970	1.386741400	1.395232975	0.000000000	0.489270386	
[1][1165/1776]	3.689343	 2.310154	1.386169553	1.395225202	1.000000000	0.489708405	
[1][1166/1776]	1.744439	 2.309669	1.391056538	1.395221630	1.000000000	0.490145673	
[1][1167/1776]	0.792390	 2.308370	1.384667397	1.395212594	1.000000000	0.490582192	
[1][1168/1776]	4.280883	 2.310058	1.387058020	1.395205618	0.000000000	0.490162532	
[1][1169/1776]	7.494567	 2.314489	1.384984493	1.395196882	1.000000000	0.490598291	
[1][1170/1776]	1.347882	 2.313663	1.386617422	1.395189556	0.000000000	0.490179334	
[1][1171/1776]	3.708073	 2.314853	1.385560036	1.395181339	1.000000000	0.490614334	
[1][1172/1776]	0.816965	 2.313576	1.383212090	1.395171135	1.000000000	0.491048593	
[1][1173/1776]	2.190318	 2.313471	1.388599753	1.395165538	0.000000000	0.490630324	
[1][1174/1776]	4.404291	 2.315251	1.390708804	1.395161745	0.000000000	0.490212766	
[1][1175/1776]	3.593727	 2.316338	1.386729002	1.395154574	0.000000000	0.489795918	
[1][1176/1776]	0.632792	 2.314907	1.387608051	1.395148162	0.000000000	0.489379779	
[1][1177/1776]	1.158951	 2.313926	1.384882450	1.395139448	1.000000000	0.489813243	
[1][1178/1776]	5.613360	 2.316725	1.385531306	1.395131299	1.000000000	0.490245971	
[1][1179/1776]	1.256398	 2.315826	1.388098001	1.395125338	0.000000000	0.489830508	
[1][1180/1776]	1.150320	 2.314839	1.386195660	1.395117777	0.000000000	0.489415749	
[1][1181/1776]	1.721187	 2.314337	1.385677934	1.395109791	1.000000000	0.489847716	
[1][1182/1776]	4.847401	 2.316478	1.387833118	1.395103640	0.000000000	0.489433643	
[1][1183/1776]	1.704951	 2.315962	1.386251688	1.395096163	1.000000000	0.489864865	
[1][1184/1776]	0.782787	 2.314668	1.387389064	1.395089659	0.000000000	0.489451477	
[1][1185/1776]	3.842194	 2.315956	1.386071563	1.395082056	1.000000000	0.489881956	
[1][1186/1776]	4.998672	 2.318216	1.389326096	1.395077207	0.000000000	0.489469250	
[1][1187/1776]	2.986181	 2.318778	1.397776365	1.395079479	1.000000000	0.489898990	
[1][1188/1776]	3.040170	 2.319385	1.382940173	1.395069269	1.000000000	0.490328007	
[1][1189/1776]	0.663410	 2.317993	1.386316299	1.395061913	1.000000000	0.490756303	
[1][1190/1776]	0.957255	 2.316851	1.388258219	1.395056201	0.000000000	0.490344249	
[1][1191/1776]	3.459419	 2.317809	1.370947480	1.395035975	0.000000000	0.489932886	
[1][1192/1776]	5.699457	 2.320644	1.385918140	1.395028333	1.000000000	0.490360436	
[1][1193/1776]	2.365299	 2.320681	1.386556864	1.395021238	0.000000000	0.489949749	
[1][1194/1776]	2.235348	 2.320610	1.387665987	1.395015083	0.000000000	0.489539749	
[1][1195/1776]	0.810548	 2.319347	1.388100386	1.395009301	0.000000000	0.489130435	
[1][1196/1776]	1.338621	 2.318528	1.389991641	1.395005109	0.000000000	0.488721805	
[1][1197/1776]	3.940186	 2.319882	1.384276032	1.394996153	1.000000000	0.489148581	
[1][1198/1776]	2.485255	 2.320019	1.386423349	1.394989003	0.000000000	0.488740617	
[1][1199/1776]	4.338555	 2.321702	1.386367559	1.394981819	0.000000000	0.488333333	
[1][1200/1776]	4.490855	 2.323508	1.385940194	1.394974290	0.000000000	0.487926728	
[1][1201/1776]	3.352558	 2.324364	1.387205839	1.394967827	0.000000000	0.487520799	
[1][1202/1776]	0.774325	 2.323075	1.385905027	1.394960294	1.000000000	0.487946800	
[1][1203/1776]	1.717933	 2.322573	1.385151267	1.394952147	1.000000000	0.488372093	
[1][1204/1776]	2.834655	 2.322998	1.387502909	1.394945965	0.000000000	0.487966805	
[1][1205/1776]	2.759340	 2.323360	1.383855224	1.394936769	1.000000000	0.488391376	
[1][1206/1776]	3.405068	 2.324256	1.388782501	1.394931670	0.000000000	0.487986744	
[1][1207/1776]	1.189366	 2.323316	1.387767076	1.394925739	0.000000000	0.487582781	
[1][1208/1776]	4.359504	 2.325000	1.389524698	1.394921272	0.000000000	0.487179487	
[1][1209/1776]	1.276118	 2.324134	1.388381004	1.394915866	0.000000000	0.486776860	
[1][1210/1776]	1.515012	 2.323465	1.387627840	1.394909848	0.000000000	0.486374897	
[1][1211/1776]	3.110266	 2.324115	1.385023236	1.394901691	1.000000000	0.486798680	
[1][1212/1776]	2.577463	 2.324323	1.387953758	1.394895963	0.000000000	0.486397362	
[1][1213/1776]	1.201749	 2.323399	1.384662151	1.394887533	1.000000000	0.486820428	
[1][1214/1776]	2.383819	 2.323448	1.384723306	1.394879168	1.000000000	0.487242798	
