Epoch(step|length),BatchTime,AvgBatchTime,Loss,AvgLoss,Accuracy,AvgAccuracy
[41][43/258],3.476,3.202,0.4572,0.5266,0.8000,0.7682
[41][44/258],3.355,3.206,0.4548,0.5250,0.7000,0.7667
[41][45/258],3.316,3.208,0.5347,0.5252,0.8000,0.7674
[41][46/258],3.860,3.222,0.4992,0.5246,0.7000,0.7660
[41][47/258],3.833,3.235,0.5027,0.5242,0.9000,0.7688
[41][48/258],2.960,3.229,0.3672,0.5210,0.8000,0.7694
[41][49/258],3.735,3.239,0.5521,0.5216,0.9000,0.7720
[41][50/258],3.022,3.235,0.5566,0.5223,0.7000,0.7706
[41][51/258],2.807,3.227,0.3835,0.5196,0.8000,0.7712
[41][52/258],2.454,3.212,0.5201,0.5196,0.6000,0.7679
[41][53/258],3.501,3.218,0.4993,0.5193,0.8000,0.7685
[41][54/258],2.945,3.213,0.4130,0.5173,0.9000,0.7709
[41][55/258],3.508,3.218,0.8594,0.5234,0.6000,0.7679
[41][56/258],3.179,3.217,0.3461,0.5203,0.9000,0.7702
[41][57/258],4.194,3.234,0.2467,0.5156,1.0000,0.7741
[41][58/258],2.809,3.227,0.3871,0.5134,0.8000,0.7746
[41][59/258],3.092,3.225,0.5557,0.5141,0.5000,0.7700
[41][60/258],3.179,3.224,1.4872,0.5301,0.3000,0.7623
[41][61/258],2.872,3.218,0.9171,0.5363,0.4000,0.7565
[41][62/258],2.724,3.210,0.3297,0.5330,0.9000,0.7587
[41][63/258],2.538,3.200,0.3700,0.5305,1.0000,0.7625
[41][64/258],2.613,3.191,0.5333,0.5305,0.6000,0.7600
[41][65/258],3.425,3.194,0.4336,0.5291,0.7000,0.7591
[41][66/258],3.383,3.197,0.4626,0.5281,0.8000,0.7597
[41][67/258],3.230,3.198,0.3735,0.5258,0.9000,0.7618
[41][68/258],3.411,3.201,0.2653,0.5220,0.9000,0.7638
[41][69/258],2.898,3.196,0.9556,0.5282,0.6000,0.7614
[41][70/258],2.752,3.190,0.6272,0.5296,0.4000,0.7563
[41][71/258],2.588,3.182,0.4281,0.5282,0.7000,0.7556
[41][72/258],2.647,3.174,0.5050,0.5279,0.8000,0.7562
[41][73/258],3.023,3.172,0.6519,0.5296,0.8000,0.7568
[41][74/258],2.636,3.165,0.4692,0.5288,0.7000,0.7560
[41][75/258],2.628,3.158,0.4461,0.5277,0.7000,0.7553
[41][76/258],4.374,3.174,0.4754,0.5270,0.7000,0.7545
[41][77/258],2.776,3.169,0.4396,0.5259,0.9000,0.7564
[41][78/258],2.889,3.165,0.4251,0.5246,1.0000,0.7595
[41][79/258],2.648,3.159,0.5643,0.5251,0.6000,0.7575
[41][80/258],3.422,3.162,0.2723,0.5220,0.9000,0.7593
[41][81/258],3.592,3.167,0.6027,0.5230,0.6000,0.7573
[41][82/258],3.390,3.170,0.3521,0.5209,0.9000,0.7590
[41][83/258],3.461,3.174,0.6473,0.5224,0.6000,0.7571
[41][84/258],2.255,3.163,0.7201,0.5247,0.7000,0.7565
[41][85/258],3.097,3.162,0.9207,0.5293,0.4000,0.7523
[41][86/258],3.435,3.165,0.4930,0.5289,0.8000,0.7529
[41][87/258],2.160,3.154,0.4487,0.5280,0.7000,0.7523
[41][88/258],2.721,3.149,0.7348,0.5303,0.9000,0.7539
[41][89/258],3.673,3.155,0.6740,0.5319,0.7000,0.7533
[41][90/258],3.375,3.157,0.6784,0.5335,0.5000,0.7505
[41][91/258],3.108,3.157,0.3122,0.5311,0.9000,0.7522
[41][92/258],4.088,3.167,0.6918,0.5329,0.5000,0.7495
[41][93/258],4.026,3.176,0.3528,0.5309,0.8000,0.7500
[41][94/258],3.403,3.178,0.5949,0.5316,0.8000,0.7505
[41][95/258],2.625,3.172,0.6989,0.5334,0.8000,0.7510
[41][96/258],4.196,3.183,0.4859,0.5329,0.7000,0.7505
[41][97/258],2.858,3.180,0.5544,0.5331,0.7000,0.7500
[41][98/258],4.005,3.188,0.5478,0.5332,0.8000,0.7505
[41][99/258],4.390,3.200,0.4110,0.5320,0.7000,0.7500
[41][100/258],2.470,3.193,0.3698,0.5304,0.8000,0.7505
[41][101/258],2.830,3.189,0.4838,0.5299,0.9000,0.7520
[41][102/258],3.997,3.197,0.5001,0.5297,0.8000,0.7524
[41][103/258],3.599,3.201,0.8880,0.5331,0.6000,0.7510
[41][104/258],2.948,3.198,0.3944,0.5318,0.8000,0.7514
[41][105/258],2.859,3.195,0.6218,0.5326,0.6000,0.7500
[41][106/258],2.168,3.186,0.7017,0.5342,0.5000,0.7477
[41][107/258],3.430,3.188,0.4088,0.5330,0.7000,0.7472
[41][108/258],3.358,3.189,0.7568,0.5351,0.5000,0.7450
[41][109/258],2.656,3.185,0.5247,0.5350,0.7000,0.7445
[41][110/258],4.116,3.193,0.7045,0.5365,0.5000,0.7423
[41][111/258],3.600,3.197,0.4236,0.5355,0.8000,0.7429
[41][112/258],3.571,3.200,0.3722,0.5341,1.0000,0.7451
[41][113/258],4.041,3.207,0.5366,0.5341,0.6000,0.7439
[41][114/258],3.321,3.208,0.5675,0.5344,0.6000,0.7426
[41][115/258],6.238,3.234,0.5464,0.5345,0.9000,0.7440
[41][116/258],3.792,3.239,0.4533,0.5338,0.9000,0.7453
[41][117/258],3.018,3.237,0.2931,0.5318,1.0000,0.7475
[41][118/258],4.961,3.252,0.7522,0.5336,0.8000,0.7479
[41][119/258],3.728,3.256,0.3280,0.5319,0.9000,0.7492
[41][120/258],2.899,3.253,0.4390,0.5311,0.7000,0.7488
[41][121/258],4.864,3.266,0.6727,0.5323,0.6000,0.7475
[41][122/258],3.570,3.269,0.4645,0.5317,0.8000,0.7480
[41][123/258],3.455,3.270,0.5808,0.5321,0.7000,0.7476
[41][124/258],2.894,3.267,0.6040,0.5327,0.5000,0.7456
[41][125/258],4.367,3.276,0.6004,0.5333,0.9000,0.7468
[41][126/258],3.722,3.279,0.6302,0.5340,0.6000,0.7457
[41][127/258],3.491,3.281,0.7263,0.5355,0.6000,0.7445
[41][128/258],4.472,3.290,0.5267,0.5354,0.7000,0.7442
[41][129/258],3.038,3.288,0.4287,0.5346,0.9000,0.7454
[41][130/258],3.638,3.291,0.7014,0.5359,0.5000,0.7435
[41][131/258],3.284,3.291,0.5452,0.5360,0.7000,0.7432
[41][132/258],2.681,3.286,0.5372,0.5360,0.7000,0.7429
[41][133/258],3.298,3.286,0.4065,0.5350,0.9000,0.7440
[41][134/258],3.616,3.289,0.5813,0.5354,0.7000,0.7437
[41][135/258],2.848,3.286,1.2271,0.5404,0.5000,0.7419
[41][136/258],3.334,3.286,0.4707,0.5399,0.7000,0.7416
[41][137/258],4.676,3.296,0.4950,0.5396,0.6000,0.7406
[41][138/258],2.901,3.293,0.4376,0.5389,0.8000,0.7410
[41][139/258],3.523,3.295,0.6374,0.5396,0.7000,0.7407
[41][140/258],3.357,3.295,0.7820,0.5413,0.7000,0.7404
[41][141/258],3.529,3.297,0.4810,0.5409,0.8000,0.7408
[41][142/258],3.274,3.297,0.5061,0.5406,0.7000,0.7406
[41][143/258],3.638,3.299,0.4109,0.5397,0.8000,0.7410
[41][144/258],2.869,3.296,0.4660,0.5392,0.8000,0.7414
[41][145/258],4.226,3.302,0.3507,0.5379,0.8000,0.7418
[41][146/258],3.356,3.303,0.4782,0.5375,0.7000,0.7415
[41][147/258],3.474,3.304,0.3578,0.5363,0.9000,0.7426
[41][148/258],2.983,3.302,0.5018,0.5361,0.8000,0.7430
[41][149/258],3.596,3.304,0.6000,0.5365,0.7000,0.7427
[41][150/258],3.775,3.307,0.4732,0.5361,0.7000,0.7424
[41][151/258],3.631,3.309,1.2164,0.5406,0.6000,0.7414
[41][152/258],4.548,3.317,0.6378,0.5412,0.7000,0.7412
[41][153/258],3.712,3.320,0.5300,0.5411,0.8000,0.7416
[41][154/258],3.569,3.321,0.3058,0.5396,0.9000,0.7426
[41][155/258],4.323,3.328,0.3678,0.5385,1.0000,0.7442
[41][156/258],4.304,3.334,0.6174,0.5390,0.7000,0.7439
[41][157/258],2.751,3.330,1.2892,0.5438,0.4000,0.7418
[41][158/258],3.586,3.332,0.3102,0.5423,0.9000,0.7428
[41][159/258],4.739,3.341,0.9073,0.5446,0.6000,0.7419
[41][160/258],2.899,3.338,0.3958,0.5436,0.8000,0.7422
[41][161/258],3.263,3.337,0.5176,0.5435,0.8000,0.7426
[41][162/258],2.818,3.334,0.5102,0.5433,0.8000,0.7429
[41][163/258],3.417,3.335,0.6840,0.5441,0.5000,0.7415
[41][164/258],4.077,3.339,0.4139,0.5433,0.7000,0.7412
[41][165/258],3.778,3.342,0.4104,0.5425,0.8000,0.7416
[41][166/258],3.751,3.344,0.5864,0.5428,0.7000,0.7413
[41][167/258],4.086,3.349,0.4772,0.5424,0.7000,0.7411
[41][168/258],3.237,3.348,0.3762,0.5414,0.8000,0.7414
[41][169/258],4.134,3.353,0.5211,0.5413,0.8000,0.7418
[41][170/258],4.284,3.358,0.6825,0.5421,0.6000,0.7409
[41][171/258],3.543,3.359,1.0099,0.5449,0.8000,0.7413
[41][172/258],3.828,3.362,0.6582,0.5455,0.7000,0.7410
[41][173/258],3.854,3.365,0.4773,0.5451,0.7000,0.7408
[41][174/258],4.282,3.370,0.4151,0.5444,0.7000,0.7406
[41][175/258],4.121,3.374,0.8114,0.5459,0.4000,0.7386
[41][176/258],3.381,3.374,0.6642,0.5466,0.6000,0.7379
[41][177/258],4.828,3.382,0.7012,0.5474,0.5000,0.7365
[41][178/258],4.505,3.389,0.2963,0.5460,1.0000,0.7380
[41][179/258],4.699,3.396,0.7300,0.5471,0.6000,0.7372
[41][180/258],3.349,3.396,0.5849,0.5473,0.8000,0.7376
[41][181/258],3.922,3.399,0.4182,0.5466,0.9000,0.7385
[41][182/258],4.779,3.406,0.4193,0.5459,0.9000,0.7393
[41][183/258],3.855,3.409,0.7282,0.5468,0.7000,0.7391
[41][184/258],4.878,3.417,0.2877,0.5454,1.0000,0.7405
[41][185/258],4.793,3.424,0.4125,0.5447,0.7000,0.7403
[41][186/258],5.880,3.437,0.5096,0.5445,0.8000,0.7406
[41][187/258],9.486,3.469,0.4739,0.5442,0.8000,0.7410
[41][188/258],19.817,3.556,0.4383,0.5436,0.9000,0.7418
[41][189/258],8.681,3.583,0.5289,0.5435,0.8000,0.7421
[41][190/258],4.817,3.589,0.5544,0.5436,0.8000,0.7424
[41][191/258],6.100,3.602,1.4042,0.5481,0.4000,0.7406
[41][192/258],4.932,3.609,0.5056,0.5479,0.7000,0.7404
[41][193/258],4.424,3.613,0.4789,0.5475,0.8000,0.7407
[41][194/258],4.275,3.617,0.5236,0.5474,0.9000,0.7415
[41][195/258],4.460,3.621,0.6046,0.5477,0.7000,0.7413
[41][196/258],4.549,3.626,0.6165,0.5480,0.6000,0.7406
[41][197/258],4.705,3.631,0.5308,0.5479,0.7000,0.7404
[41][198/258],5.443,3.640,0.4867,0.5476,0.9000,0.7412
[41][199/258],5.007,3.647,0.6635,0.5482,0.8000,0.7415
[41][200/258],3.876,3.648,0.2457,0.5467,0.9000,0.7423
[41][201/258],4.816,3.654,0.8504,0.5482,0.5000,0.7411
[41][202/258],4.976,3.661,0.6756,0.5488,0.7000,0.7409
[41][203/258],6.071,3.672,0.5483,0.5488,0.7000,0.7407
[41][204/258],4.265,3.675,0.3380,0.5478,0.7000,0.7405
[41][205/258],5.362,3.684,0.6209,0.5481,0.6000,0.7398
[41][206/258],4.225,3.686,0.4472,0.5477,0.9000,0.7406
[41][207/258],4.578,3.690,1.0046,0.5499,0.5000,0.7394
[41][208/258],4.438,3.694,0.4826,0.5495,0.7000,0.7392
[41][209/258],4.650,3.699,0.1892,0.5478,1.0000,0.7405
[41][210/258],4.697,3.703,0.5115,0.5476,0.5000,0.7393
[41][211/258],5.182,3.710,0.2511,0.5462,0.9000,0.7401
[41][212/258],4.780,3.715,0.9050,0.5479,0.7000,0.7399
[41][213/258],4.529,3.719,0.4912,0.5477,0.6000,0.7393
[41][214/258],3.878,3.720,0.3622,0.5468,0.8000,0.7395
[41][215/258],4.695,3.724,0.4707,0.5465,0.7000,0.7394
[41][216/258],4.878,3.730,0.2446,0.5451,1.0000,0.7406
[41][217/258],5.291,3.737,0.4567,0.5447,0.8000,0.7408
[41][218/258],4.404,3.740,0.3469,0.5438,0.9000,0.7416
[41][219/258],5.318,3.747,1.0176,0.5459,0.6000,0.7409
[41][220/258],4.939,3.752,0.8237,0.5472,0.8000,0.7412
[41][221/258],4.473,3.756,0.3282,0.5462,1.0000,0.7423
[41][222/258],4.249,3.758,0.6839,0.5468,0.7000,0.7422
[41][223/258],5.232,3.764,0.3490,0.5459,1.0000,0.7433
[41][224/258],4.288,3.767,0.5357,0.5459,0.7000,0.7431
[41][225/258],4.433,3.770,0.5139,0.5457,0.9000,0.7438
[41][226/258],4.564,3.773,0.4919,0.5455,0.7000,0.7436
[41][227/258],5.572,3.781,0.8297,0.5467,0.7000,0.7434
[41][228/258],4.640,3.785,0.4287,0.5462,0.9000,0.7441
[41][229/258],5.411,3.792,0.4956,0.5460,0.7000,0.7439
[41][230/258],4.418,3.795,0.2600,0.5448,1.0000,0.7450
[41][231/258],4.525,3.798,0.9952,0.5467,0.6000,0.7444
[41][232/258],4.644,3.801,0.8205,0.5479,0.3000,0.7425
[41][233/258],4.616,3.805,0.6258,0.5482,0.5000,0.7415
[41][234/258],3.908,3.805,0.3758,0.5475,0.8000,0.7417
[41][235/258],5.109,3.811,0.4710,0.5472,0.7000,0.7415
[41][236/258],3.664,3.810,0.3482,0.5463,0.9000,0.7422
[41][237/258],4.574,3.813,0.3975,0.5457,0.9000,0.7429
[41][238/258],5.151,3.819,0.5503,0.5457,0.6000,0.7423
[41][239/258],4.379,3.821,0.3804,0.5450,1.0000,0.7433
[41][240/258],5.157,3.827,0.4977,0.5448,0.8000,0.7436
[41][241/258],5.382,3.833,0.6432,0.5452,0.6000,0.7430
[41][242/258],3.990,3.834,0.5343,0.5452,0.6000,0.7424
[41][243/258],4.173,3.835,0.6301,0.5455,0.6000,0.7418
[41][244/258],4.204,3.837,0.7340,0.5463,0.6000,0.7412
[41][245/258],4.010,3.838,0.7210,0.5470,0.7000,0.7411
[41][246/258],4.359,3.840,0.4303,0.5465,0.9000,0.7417
[41][247/258],4.708,3.843,0.3642,0.5458,0.8000,0.7419
[41][248/258],5.270,3.849,0.5161,0.5457,0.8000,0.7422
[41][249/258],3.802,3.849,0.4212,0.5452,0.8000,0.7424
[41][250/258],5.078,3.854,0.6229,0.5455,0.6000,0.7418
[41][251/258],4.569,3.857,0.5186,0.5454,0.7000,0.7417
[41][252/258],4.863,3.860,0.4718,0.5451,0.8000,0.7419
[41][253/258],4.420,3.863,0.4007,0.5445,0.8000,0.7421
[41][254/258],4.652,3.866,0.4490,0.5442,0.8000,0.7424
[41][255/258],4.098,3.867,0.7745,0.5451,0.5000,0.7414
[41][256/258],5.486,3.873,0.6831,0.5456,0.8000,0.7416
[41][257/258],3.032,3.870,0.3774,0.5451,0.7143,0.7416
[42][0/258],4.576,4.576,0.5663,0.5663,0.8000,0.8000
[42][1/258],4.364,4.470,0.6684,0.6173,0.7000,0.7500
[42][2/258],4.400,4.447,0.4639,0.5662,0.9000,0.8000
[42][3/258],3.823,4.291,0.3750,0.5184,0.7000,0.7750
[42][4/258],4.595,4.352,0.2544,0.4656,1.0000,0.8200
[42][5/258],4.049,4.301,0.3588,0.4478,0.9000,0.8333
[42][6/258],3.733,4.220,0.8579,0.5064,0.4000,0.7714
[42][7/258],3.913,4.182,0.4072,0.4940,0.8000,0.7750
[42][8/258],4.605,4.229,0.3425,0.4772,1.0000,0.8000
[42][9/258],4.136,4.219,0.2390,0.4533,0.9000,0.8100
[42][10/258],3.926,4.193,0.5620,0.4632,0.6000,0.7909
[42][11/258],4.029,4.179,0.3416,0.4531,0.9000,0.8000
[42][12/258],4.139,4.176,0.4260,0.4510,0.9000,0.8077
[42][13/258],3.696,4.142,0.3615,0.4446,0.9000,0.8143
[42][14/258],3.107,4.073,0.3875,0.4408,0.9000,0.8200
[42][15/258],3.866,4.060,0.4976,0.4444,0.7000,0.8125
[42][16/258],5.364,4.137,0.5024,0.4478,0.8000,0.8118
[42][17/258],4.488,4.156,0.3236,0.4409,0.9000,0.8167
[42][18/258],4.419,4.170,0.5212,0.4451,0.8000,0.8158
[42][19/258],4.482,4.185,0.4001,0.4429,0.9000,0.8200
[42][20/258],4.816,4.216,0.4451,0.4430,0.7000,0.8143
[42][21/258],3.825,4.198,0.4627,0.4439,0.8000,0.8136
[42][22/258],3.287,4.158,0.6428,0.4525,0.8000,0.8130
[42][23/258],3.826,4.144,0.5053,0.4547,0.5000,0.8000
[42][24/258],4.318,4.151,0.3927,0.4522,0.9000,0.8040
[42][25/258],5.063,4.186,1.2307,0.4822,0.7000,0.8000
[42][26/258],4.353,4.192,0.5910,0.4862,0.7000,0.7963
[42][27/258],4.298,4.196,0.5379,0.4880,0.7000,0.7929
[42][28/258],4.930,4.222,0.6038,0.4920,0.6000,0.7862
[42][29/258],3.782,4.207,0.6010,0.4957,0.7000,0.7833
[42][30/258],4.038,4.201,0.4130,0.4930,0.8000,0.7839
[42][31/258],4.391,4.207,0.4981,0.4932,0.6000,0.7781
[42][32/258],4.105,4.204,0.3125,0.4877,0.9000,0.7818
[42][33/258],3.352,4.179,0.3255,0.4829,0.9000,0.7853
[42][34/258],5.475,4.216,0.4862,0.4830,0.8000,0.7857
[42][35/258],4.012,4.211,0.4509,0.4821,0.7000,0.7833
[42][36/258],3.997,4.205,0.4425,0.4810,0.8000,0.7838
[42][37/258],4.499,4.213,0.5635,0.4832,0.8000,0.7842
[42][38/258],4.391,4.217,0.3632,0.4801,0.9000,0.7872
[42][39/258],3.848,4.208,0.4995,0.4806,0.8000,0.7875
[42][40/258],3.189,4.183,0.2694,0.4755,0.9000,0.7902
[42][41/258],4.790,4.197,0.9756,0.4874,0.5000,0.7833
[42][42/258],3.976,4.192,0.6577,0.4913,0.6000,0.7791
[42][43/258],4.365,4.196,0.5350,0.4923,0.8000,0.7795
[42][44/258],4.464,4.202,0.7374,0.4978,0.6000,0.7756
[42][45/258],4.850,4.216,0.4903,0.4976,0.8000,0.7761
[42][46/258],4.113,4.214,0.4099,0.4958,0.7000,0.7745
[42][47/258],4.815,4.227,0.4451,0.4947,0.7000,0.7729
[42][48/258],4.462,4.231,0.3850,0.4925,0.9000,0.7755
[42][49/258],4.620,4.239,0.6532,0.4957,0.6000,0.7720
[42][50/258],4.472,4.244,0.8186,0.5020,0.6000,0.7686
[42][51/258],3.403,4.228,0.3872,0.4998,0.8000,0.7692
[42][52/258],3.538,4.215,0.8794,0.5070,0.4000,0.7623
[42][53/258],4.184,4.214,0.3712,0.5044,0.8000,0.7630
[42][54/258],4.000,4.210,0.2762,0.5003,0.9000,0.7655
[42][55/258],4.928,4.223,0.6793,0.5035,0.6000,0.7625
[42][56/258],4.507,4.228,0.6564,0.5062,0.6000,0.7596
[42][57/258],4.890,4.239,0.5560,0.5070,0.8000,0.7603
[42][58/258],5.015,4.252,0.3281,0.5040,1.0000,0.7644
[42][59/258],4.742,4.261,0.4706,0.5034,0.7000,0.7633
[42][60/258],4.219,4.260,0.5608,0.5044,0.8000,0.7639
[42][61/258],4.518,4.264,0.4965,0.5043,0.7000,0.7629
[42][62/258],3.870,4.258,0.4350,0.5032,0.8000,0.7635
[42][63/258],4.388,4.260,0.4522,0.5024,0.7000,0.7625
[42][64/258],3.939,4.255,0.7834,0.5067,0.5000,0.7585
[42][65/258],4.555,4.260,0.6527,0.5089,0.5000,0.7545
[42][66/258],4.779,4.267,0.5361,0.5093,0.7000,0.7537
[42][67/258],3.980,4.263,0.4849,0.5089,0.8000,0.7544
[42][68/258],3.014,4.245,0.2697,0.5055,1.0000,0.7580
[42][69/258],4.403,4.247,0.5959,0.5068,0.6000,0.7557
[42][70/258],4.121,4.245,0.5036,0.5067,0.8000,0.7563
[42][71/258],4.610,4.250,0.2937,0.5038,1.0000,0.7597
[42][72/258],4.183,4.250,0.2607,0.5004,1.0000,0.7630
[42][73/258],5.228,4.263,0.6521,0.5025,0.5000,0.7595
[42][74/258],3.971,4.259,0.3785,0.5008,0.7000,0.7587
[42][75/258],3.811,4.253,0.4444,0.5001,0.6000,0.7566
[42][76/258],4.728,4.259,0.5905,0.5013,0.8000,0.7571
[42][77/258],4.527,4.263,0.3373,0.4992,0.9000,0.7590
[42][78/258],4.052,4.260,0.9058,0.5043,0.7000,0.7582
[42][79/258],4.458,4.262,0.6334,0.5059,0.6000,0.7562
[42][80/258],4.545,4.266,0.4856,0.5057,0.7000,0.7556
[42][81/258],4.621,4.270,0.4535,0.5050,0.8000,0.7561
[42][82/258],4.487,4.273,0.4726,0.5046,0.8000,0.7566
[42][83/258],3.916,4.269,0.2798,0.5020,1.0000,0.7595
[42][84/258],4.485,4.271,0.4381,0.5012,0.9000,0.7612
[42][85/258],4.178,4.270,0.5828,0.5022,0.6000,0.7593
[42][86/258],5.356,4.283,0.5363,0.5026,0.7000,0.7586
[42][87/258],4.393,4.284,0.4059,0.5015,0.8000,0.7591
[42][88/258],4.090,4.282,0.3214,0.4994,0.9000,0.7607
[42][89/258],4.062,4.279,0.3625,0.4979,0.9000,0.7622
[42][90/258],4.487,4.281,0.4860,0.4978,0.7000,0.7615
[42][91/258],4.664,4.286,0.3993,0.4967,0.7000,0.7609
[42][92/258],4.939,4.293,0.6373,0.4982,0.8000,0.7613
[42][93/258],3.190,4.281,0.3239,0.4964,0.9000,0.7628
[42][94/258],3.633,4.274,0.8606,0.5002,0.9000,0.7642
[42][95/258],4.493,4.276,0.5001,0.5002,0.7000,0.7635
[42][96/258],3.854,4.272,0.3192,0.4983,1.0000,0.7660
[42][97/258],3.870,4.268,0.4243,0.4976,0.8000,0.7663
[42][98/258],3.888,4.264,1.1460,0.5041,0.4000,0.7626
[42][99/258],4.720,4.269,0.3617,0.5027,1.0000,0.7650
[42][100/258],4.389,4.270,0.4433,0.5021,0.8000,0.7653
[42][101/258],4.163,4.269,0.4070,0.5012,0.9000,0.7667
[42][102/258],4.046,4.267,0.5973,0.5021,0.6000,0.7650
[42][103/258],4.078,4.265,0.5579,0.5027,0.6000,0.7635
[42][104/258],4.593,4.268,0.4123,0.5018,0.7000,0.7629
[42][105/258],4.284,4.268,0.3365,0.5002,0.8000,0.7632
[42][106/258],3.726,4.263,0.7942,0.5030,0.7000,0.7626
[42][107/258],4.319,4.264,0.6658,0.5045,0.6000,0.7611
[42][108/258],3.414,4.256,0.3785,0.5033,0.8000,0.7615
[42][109/258],4.734,4.260,0.5071,0.5034,0.9000,0.7627
[42][110/258],4.457,4.262,0.3966,0.5024,0.9000,0.7640
[42][111/258],3.998,4.260,0.4440,0.5019,0.8000,0.7643
[42][112/258],5.030,4.266,0.5240,0.5021,0.7000,0.7637
[42][113/258],4.177,4.266,0.5098,0.5022,0.7000,0.7632
[42][114/258],4.859,4.271,0.2981,0.5004,0.9000,0.7643
[42][115/258],3.664,4.265,0.7702,0.5027,0.6000,0.7629
[42][116/258],3.859,4.262,0.6889,0.5043,0.8000,0.7632
[42][117/258],3.905,4.259,0.5429,0.5046,0.8000,0.7636
[42][118/258],3.723,4.254,0.4053,0.5038,0.8000,0.7639
[42][119/258],4.436,4.256,0.6827,0.5053,0.5000,0.7617
[42][120/258],4.035,4.254,0.4214,0.5046,0.8000,0.7620
[42][121/258],4.744,4.258,0.4215,0.5039,0.8000,0.7623
[42][122/258],4.428,4.260,0.3905,0.5030,0.9000,0.7634
[42][123/258],3.956,4.257,0.5748,0.5036,0.7000,0.7629
[42][124/258],3.667,4.252,0.4687,0.5033,0.9000,0.7640
[42][125/258],4.002,4.250,0.4759,0.5031,0.8000,0.7643
[42][126/258],4.006,4.248,0.3738,0.5020,0.7000,0.7638
[42][127/258],5.264,4.256,0.4192,0.5014,0.7000,0.7633
[42][128/258],4.400,4.258,0.3131,0.4999,0.8000,0.7636
[42][129/258],3.891,4.255,0.4801,0.4998,0.8000,0.7638
[42][130/258],5.105,4.261,0.6000,0.5006,0.7000,0.7634
[42][131/258],4.776,4.265,0.5457,0.5009,0.8000,0.7636
[42][132/258],4.690,4.268,0.6284,0.5019,0.7000,0.7632
[42][133/258],3.504,4.263,0.6086,0.5027,0.6000,0.7619
[42][134/258],3.990,4.261,0.6217,0.5035,0.7000,0.7615
[42][135/258],4.153,4.260,1.0648,0.5077,0.5000,0.7596
[42][136/258],4.657,4.263,0.3859,0.5068,0.9000,0.7606
[42][137/258],4.255,4.263,0.3603,0.5057,0.9000,0.7616
[42][138/258],4.857,4.267,0.7079,0.5072,0.5000,0.7597
[42][139/258],4.291,4.267,0.3459,0.5060,0.8000,0.7600
[42][140/258],4.790,4.271,0.5355,0.5062,0.7000,0.7596
[42][141/258],4.948,4.276,0.4957,0.5061,0.8000,0.7599
[42][142/258],3.483,4.270,0.5680,0.5066,0.7000,0.7594
[42][143/258],3.080,4.262,0.6123,0.5073,0.6000,0.7583
[42][144/258],3.936,4.259,0.5055,0.5073,0.6000,0.7572
[42][145/258],3.082,4.251,0.5930,0.5079,0.7000,0.7568
[42][146/258],4.178,4.251,0.4539,0.5075,0.8000,0.7571
[42][147/258],3.423,4.245,0.4875,0.5074,0.8000,0.7574
[42][148/258],4.482,4.247,0.4796,0.5072,0.8000,0.7577
[42][149/258],4.511,4.249,0.3794,0.5063,0.7000,0.7573
[42][150/258],4.194,4.248,0.3820,0.5055,0.8000,0.7576
[42][151/258],4.782,4.252,0.7104,0.5069,0.6000,0.7566
[42][152/258],3.502,4.247,0.3461,0.5058,0.8000,0.7569
[42][153/258],4.607,4.249,0.4542,0.5055,0.9000,0.7578
[42][154/258],4.052,4.248,0.4802,0.5053,0.7000,0.7574
[42][155/258],4.748,4.251,0.5592,0.5057,0.6000,0.7564
[42][156/258],4.803,4.255,0.3191,0.5045,0.9000,0.7573
[42][157/258],4.084,4.254,0.3697,0.5036,0.9000,0.7582
[42][158/258],4.367,4.254,0.2852,0.5023,0.9000,0.7591
[42][159/258],4.263,4.254,0.5743,0.5027,0.9000,0.7600
[42][160/258],4.047,4.253,0.7186,0.5040,0.6000,0.7590
[42][161/258],4.308,4.253,0.3111,0.5029,0.9000,0.7599
[42][162/258],3.869,4.251,0.6145,0.5035,0.6000,0.7589
[42][163/258],4.178,4.251,0.3359,0.5025,0.7000,0.7585
[42][164/258],5.241,4.257,0.3569,0.5016,0.9000,0.7594
[42][165/258],3.453,4.252,0.3210,0.5005,1.0000,0.7608
[42][166/258],3.714,4.249,0.2726,0.4992,1.0000,0.7623
[42][167/258],4.917,4.253,0.3375,0.4982,0.8000,0.7625
[42][168/258],4.213,4.252,0.5480,0.4985,0.7000,0.7621
[42][169/258],4.521,4.254,0.4817,0.4984,0.7000,0.7618
[42][170/258],4.250,4.254,0.6423,0.4993,0.5000,0.7602
[42][171/258],5.035,4.258,0.2917,0.4980,0.9000,0.7610
[42][172/258],4.347,4.259,0.1938,0.4963,1.0000,0.7624
[42][173/258],4.844,4.262,0.5534,0.4966,0.8000,0.7626
[42][174/258],4.655,4.265,0.6760,0.4976,0.7000,0.7623
[42][175/258],4.645,4.267,0.5380,0.4979,0.9000,0.7631
[42][176/258],4.149,4.266,0.6297,0.4986,0.8000,0.7633
[42][177/258],4.581,4.268,0.5896,0.4991,0.7000,0.7629
[42][178/258],4.777,4.271,0.4593,0.4989,0.7000,0.7626
[42][179/258],4.052,4.269,0.3775,0.4982,0.7000,0.7622
[42][180/258],4.904,4.273,0.4490,0.4980,0.8000,0.7624
[42][181/258],3.941,4.271,0.5040,0.4980,0.7000,0.7621
[42][182/258],4.698,4.273,0.5199,0.4981,0.7000,0.7617
